id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration(sec)
id3682431,2,1/22/2016 1:54,1/22/2016 2:08,1,-73.98912811,40.73054504,-73.9838562,40.76521301,N,856
id2205163,2,6/13/2016 18:42,6/13/2016 18:56,2,-73.98184967,40.76644516,-73.96460724,40.77004623,N,803
id2009516,1,1/9/2016 16:19,1/9/2016 16:34,1,-73.96829987,40.76253891,-73.99430084,40.74630737,N,884
id0835187,1,6/24/2016 0:21,6/24/2016 0:22,1,-73.95466614,40.69215775,-73.95468903,40.69218826,N,21
id0778907,1,1/17/2016 3:50,1/17/2016 4:09,1,-74.00675964,40.72983551,-73.94593048,40.83545685,N,1147
id2313247,1,6/6/2016 9:13,6/6/2016 9:29,1,-73.99801636,40.74499512,-73.99944305,40.73862076,N,960
id0537567,2,1/30/2016 17:43,1/30/2016 17:55,6,-73.96956635,40.76376343,-73.9886322,40.7477417,N,706
id1509158,1,6/3/2016 13:31,6/3/2016 13:37,1,-73.96994019,40.76439285,-73.961586,40.77152252,N,344
id0543452,2,1/16/2016 2:29,1/16/2016 2:44,1,-73.98890686,40.71895599,-73.93601227,40.72396088,N,878
id0924521,1,6/15/2016 20:25,6/15/2016 20:44,1,-73.98965454,40.76052094,-74.01586151,40.71148682,N,1133
id0998854,2,1/29/2016 8:24,1/29/2016 8:28,6,-73.97113037,40.75726318,-73.96572113,40.75528717,N,249
id2283692,1,1/18/2016 20:07,1/18/2016 20:19,1,-73.98735046,40.74145126,-73.95618439,40.78562927,N,725
id1546465,1,1/9/2016 20:00,1/9/2016 20:19,1,-74.00006104,40.73281097,-73.98844147,40.73946381,N,1128
id2692820,2,6/26/2016 19:05,6/26/2016 19:09,1,-73.95023346,40.78691101,-73.95581818,40.77703857,N,239
id2445884,2,6/27/2016 7:57,6/27/2016 8:05,2,-73.96064758,40.77814484,-73.9707489,40.76147842,N,487
id0648947,2,1/24/2016 18:03,1/24/2016 18:09,3,-73.96063995,40.76128769,-73.95304108,40.76786804,N,366
id1975617,2,6/9/2016 0:43,6/9/2016 0:56,5,-73.99595642,40.72421646,-73.98451233,40.7648201,N,813
id1022300,1,1/28/2016 3:53,1/28/2016 4:09,2,-73.99037933,40.7608223,-73.9363327,40.84774017,N,930
id1795660,2,1/18/2016 21:58,1/18/2016 22:21,1,-73.99034119,40.75665665,-73.91433716,40.76740265,N,1423
id1564815,1,6/8/2016 14:25,6/8/2016 15:19,1,-73.94543457,40.77431488,-73.97610474,40.76026154,N,3232
id3653924,2,1/9/2016 20:35,1/9/2016 20:41,2,-73.98173523,40.76819611,-73.98954773,40.77487183,N,380
id2795560,2,6/21/2016 8:41,6/21/2016 8:47,2,-73.97331238,40.77980042,-73.95771027,40.77354813,N,413
id0565029,1,1/28/2016 23:50,1/29/2016 0:29,4,-73.99596405,40.7387352,-73.91947174,40.68869781,N,2313
id1434181,1,6/4/2016 11:27,6/4/2016 11:35,1,-73.98986053,40.74188614,-73.96603394,40.75318527,N,443
id3077231,2,1/13/2016 21:18,1/13/2016 21:42,5,-73.98703766,40.73925018,-73.9576416,40.76585007,N,1406
id0030370,2,6/3/2016 19:17,6/3/2016 19:29,6,-73.98191071,40.7556572,-73.98226166,40.77155685,N,753
id2586851,1,1/10/2016 19:45,1/10/2016 20:05,1,-73.87308502,40.77405167,-73.98903656,40.75757599,N,1161
id1306211,2,1/26/2016 9:58,1/26/2016 10:30,1,-73.9996109,40.75344467,-73.97035217,40.76804352,N,1894
id2163016,1,6/15/2016 13:00,6/15/2016 13:13,1,-73.98927307,40.74857712,-73.97384644,40.75146484,N,736
id0870230,2,6/9/2016 22:41,6/9/2016 23:05,1,-73.9779129,40.76625061,-73.89015198,40.76094818,N,1474
id1777882,2,6/9/2016 23:14,6/9/2016 23:56,1,-73.98325348,40.74459076,-73.83313751,40.67419815,N,2518
id3543097,2,6/26/2016 3:38,6/26/2016 3:59,6,-74.00023651,40.73036957,-73.9454422,40.69100189,N,1276
id1946978,1,1/30/2016 22:49,1/30/2016 23:11,1,-73.97343445,40.75500488,-73.99355316,40.72164536,N,1283
id3347309,1,1/7/2016 6:58,1/7/2016 7:01,1,-73.99863434,40.73487091,-73.98762512,40.74157715,N,208
id3731150,1,1/1/2016 1:10,1/1/2016 1:14,1,-74.01719666,40.70484924,-74.00434875,40.70750046,N,270
id2050555,1,6/21/2016 16:03,6/21/2016 16:07,1,-73.96057129,40.76964188,-73.9557724,40.77953339,N,229
id1527559,1,6/14/2016 14:17,6/14/2016 14:41,2,-74.00921631,40.71084595,-73.9754715,40.74530792,N,1480
id1239739,1,6/6/2016 7:50,6/6/2016 7:56,1,-73.99140167,40.74991226,-73.98523712,40.75445175,N,338
id0633718,2,1/17/2016 12:23,1/17/2016 12:34,1,-73.99494934,40.74023056,-73.98999023,40.72888184,N,682
id3469909,1,6/28/2016 17:53,6/28/2016 18:25,1,-73.97784424,40.75202942,-74.00839996,40.7045517,N,1915
id3233373,1,6/25/2016 20:50,6/25/2016 21:00,1,-74.00134277,40.73109055,-74.01512909,40.70983124,N,567
id3644740,2,6/6/2016 11:44,6/6/2016 11:50,1,-73.97596741,40.76044846,-73.98362732,40.75080872,N,365
id0117284,1,6/26/2016 13:17,6/26/2016 13:22,1,-73.99103546,40.72776413,-73.99029541,40.73802185,N,305
id1794847,1,1/9/2016 0:04,1/9/2016 0:24,1,-73.96769714,40.76898575,-74.00949097,40.72467804,N,1174
id2420027,1,6/14/2016 14:04,6/14/2016 14:25,1,-73.98152161,40.74410629,-73.98175812,40.76311111,N,1274
id1083473,1,6/11/2016 15:04,6/11/2016 15:11,1,-73.96814728,40.75793457,-73.95757294,40.77387619,N,425
id2026393,1,6/8/2016 2:09,6/8/2016 2:15,1,-73.99166107,40.72633362,-73.98052979,40.747612,N,328
id3586280,1,6/29/2016 3:03,6/29/2016 3:10,1,-73.94944763,40.74920654,-73.92049408,40.76667023,N,472
id2688948,1,1/25/2016 0:06,1/25/2016 0:13,3,-73.98865509,40.73404312,-73.98113251,40.72523499,N,373
id3539184,2,6/21/2016 9:56,6/21/2016 10:04,1,-73.97595978,40.75273895,-73.97653961,40.73945999,N,525
id0540417,2,6/1/2016 16:52,6/1/2016 17:00,1,-73.97425842,40.74737549,-73.98296356,40.73510742,N,457
id1595474,2,6/7/2016 23:39,6/8/2016 0:06,2,-73.98426819,40.76914978,-73.99121857,40.68830109,N,1626
id1931443,2,1/2/2016 23:09,1/2/2016 23:20,1,-73.98899078,40.74448013,-73.99403381,40.75653076,N,632
id1350419,2,6/26/2016 9:55,6/26/2016 9:58,1,-73.99842834,40.60443115,-74.00287628,40.59780121,N,175
id3419234,1,6/20/2016 9:07,6/20/2016 9:37,1,-73.95738983,40.77001953,-73.98584747,40.74126816,N,1814
id2757668,1,6/3/2016 1:08,6/3/2016 1:51,1,-73.98939514,40.74067688,-73.99796295,40.61741257,N,2564
id2488065,2,1/9/2016 0:53,1/9/2016 1:06,1,-73.99432373,40.72436905,-74.00714111,40.7051506,N,770
id2275019,1,1/10/2016 13:34,1/10/2016 13:48,1,-73.98143768,40.73717117,-73.99155426,40.74925995,N,846
id2215050,1,1/8/2016 13:12,1/8/2016 13:30,1,-73.97530365,40.76520157,-73.96440125,40.80734634,N,1072
id0717525,2,6/25/2016 8:20,6/25/2016 8:31,5,-73.97870636,40.74494171,-73.99226379,40.74943161,N,634
id3426720,2,1/25/2016 19:03,1/25/2016 19:11,1,-73.95183563,40.76936722,-73.96214294,40.76375961,N,474
id0525573,2,6/29/2016 17:29,6/29/2016 17:39,1,-73.97861481,40.75078583,-73.986763,40.74495316,N,634
id3393091,1,1/15/2016 15:26,1/15/2016 15:33,1,-73.98069,40.74529648,-73.98872375,40.72425461,N,459
id2273548,1,6/18/2016 6:34,6/18/2016 6:41,1,-73.96865845,40.78650284,-73.99095154,40.75634003,N,442
id1074041,2,1/3/2016 1:09,1/3/2016 1:16,1,-74.00431061,40.72399139,-74.0044632,40.74158096,N,399
id0223472,2,6/26/2016 19:05,6/26/2016 19:28,1,-73.99555206,40.75458145,-73.94293213,40.83815002,N,1334
id0214887,2,1/20/2016 7:09,1/20/2016 7:11,6,-73.96965027,40.76607895,-73.96340942,40.77428055,N,124
id1227811,2,1/30/2016 23:25,1/30/2016 23:33,1,-73.95921326,40.76737976,-73.97818756,40.74670029,N,509
id1963871,2,1/6/2016 16:06,1/6/2016 16:16,4,-73.9828186,40.76098633,-73.9719162,40.75622559,N,592
id1961192,1,6/25/2016 18:11,6/25/2016 18:22,2,-73.97836304,40.78308105,-73.97859192,40.78319168,N,630
id3883505,2,1/7/2016 23:03,1/7/2016 23:14,1,-73.98274994,40.77170181,-73.96929932,40.75722885,N,685
id3679416,1,1/11/2016 8:39,1/11/2016 8:49,1,-73.98391724,40.74417114,-73.97862244,40.75268936,N,626
id3349956,2,1/4/2016 11:37,1/4/2016 12:01,2,-73.96842957,40.7706604,-73.97720337,40.78742981,N,1489
id2988116,2,1/4/2016 8:44,1/4/2016 9:02,4,-73.95224762,40.77756119,-73.98141479,40.76392365,N,1106
id2852968,1,1/27/2016 13:21,1/27/2016 13:54,1,-73.98297119,40.77190018,-73.87164307,40.77437973,N,1961
id0479909,2,1/12/2016 19:38,1/12/2016 19:53,4,-73.98205566,40.74898529,-73.94734955,40.77973557,N,892
id1925256,2,6/15/2016 10:23,6/15/2016 10:44,1,-73.97096252,40.78808975,-73.95501709,40.7676506,N,1253
id3951247,2,6/27/2016 17:42,6/27/2016 17:59,6,-73.96955109,40.75522995,-73.99680328,40.74258041,N,974
id1019023,1,6/28/2016 18:52,6/28/2016 19:01,1,-73.95012665,40.78020477,-73.95967865,40.76330566,N,543
id1496645,1,1/11/2016 23:58,1/12/2016 0:04,1,-73.99044037,40.75108719,-73.97755432,40.73891449,N,356
id3887294,1,6/8/2016 11:42,6/8/2016 11:55,1,-73.98238373,40.77899551,-73.97224426,40.79950333,N,767
id1415561,2,1/19/2016 13:13,1/19/2016 13:29,5,-73.96055603,40.78142548,-73.97483826,40.75890732,N,972
id1401872,2,1/8/2016 17:51,1/8/2016 17:56,1,-73.96561432,40.76276779,-73.95568848,40.77654648,N,286
id0191568,1,6/14/2016 15:49,6/14/2016 15:58,2,-73.98242188,40.75070953,-73.99343872,40.75651169,N,565
id2680268,2,1/27/2016 12:24,1/27/2016 12:42,1,-74.00134277,40.73104095,-73.99942017,40.74399948,N,1060
id0427917,1,6/22/2016 16:43,6/22/2016 16:51,1,-73.98709869,40.73898697,-73.97922516,40.75013351,N,474
id3822239,2,1/21/2016 7:54,1/21/2016 8:05,1,-73.97416687,40.79130936,-73.98078156,40.76359177,N,710
id3874367,1,1/23/2016 15:03,1/23/2016 15:09,1,-73.96340942,40.77157593,-73.95541382,40.78278351,N,339
id2764841,2,6/21/2016 12:47,6/21/2016 13:09,1,-73.98635101,40.74303818,-74.00945282,40.71051025,N,1339
id3510303,2,1/1/2016 12:13,1/1/2016 12:42,2,-73.77670288,40.64543152,-73.9568634,40.77082825,N,1723
id1440762,1,6/20/2016 18:28,6/20/2016 18:54,1,-73.98336792,40.72596741,-73.9967041,40.76311493,N,1582
id1393690,1,6/11/2016 14:23,6/11/2016 14:25,1,-73.96305847,40.76269531,-73.96659088,40.75532913,N,154
id1452493,2,6/24/2016 22:54,6/24/2016 23:10,5,-74.01396179,40.71376038,-73.99095154,40.73625183,N,949
id2767378,2,6/19/2016 2:21,6/19/2016 2:35,1,-73.99454498,40.75027466,-73.97736359,40.72268677,N,865
id2772466,2,6/11/2016 22:43,6/11/2016 22:54,6,-73.96230316,40.7675209,-73.97814941,40.79006958,N,671
id3223537,2,1/22/2016 15:11,1/22/2016 15:24,1,-73.98950195,40.73748016,-73.97501373,40.75814819,N,769
id0857875,2,6/29/2016 23:36,6/29/2016 23:41,3,-73.96098328,40.79687881,-73.95735931,40.78360367,N,356
id0873919,2,1/18/2016 13:43,1/18/2016 13:49,1,-73.99562073,40.72089386,-73.98954773,40.7194519,N,409
id0244440,2,6/9/2016 0:51,6/9/2016 1:05,1,-73.9746933,40.75093842,-73.94110107,40.79423904,N,794
id1503934,1,6/7/2016 19:04,6/7/2016 19:14,1,-74.01716614,40.70531082,-74.00376129,40.72538376,N,586
id1012160,2,1/25/2016 12:56,1/25/2016 12:57,3,-73.98193359,40.74355316,-73.98375702,40.74082565,N,73
id2674427,1,6/28/2016 23:36,6/28/2016 23:44,1,-73.98902893,40.75326538,-74.00840759,40.73492813,N,478
id2341933,2,6/2/2016 13:26,6/2/2016 15:01,1,-73.80178833,40.67480087,-73.98873901,40.75974274,N,5681
id1246232,2,6/30/2016 10:51,6/30/2016 10:56,2,-74.00266266,40.73967361,-74.00482178,40.74694824,N,287
id1719915,2,6/5/2016 17:16,6/5/2016 17:44,1,-74.00440979,40.7248497,-73.97614288,40.76385117,N,1721
id0400448,1,1/28/2016 21:38,1/28/2016 22:01,1,-73.98856354,40.74093246,-73.96556091,40.80065536,N,1385
id1896123,1,1/30/2016 7:23,1/30/2016 7:29,1,-74.00385284,40.75299454,-73.99951172,40.74385834,N,369
id0286785,1,6/1/2016 22:37,6/1/2016 22:46,1,-73.95582581,40.77235413,-73.97080231,40.79576874,N,595
id0586552,1,6/22/2016 4:40,6/22/2016 4:54,1,-73.94397736,40.78861618,-73.9814682,40.72280884,N,860
id1883256,2,6/16/2016 13:41,6/16/2016 13:46,1,-73.95609283,40.78773117,-73.95133972,40.77872086,N,293
id1697861,1,6/16/2016 14:50,6/16/2016 15:13,1,-73.98377228,40.75881958,-73.97377014,40.75986099,N,1367
id3797499,2,1/10/2016 23:08,1/10/2016 23:21,1,-73.9683075,40.79953003,-73.93109131,40.85913849,N,810
id0623467,1,6/27/2016 3:41,6/27/2016 3:45,1,-73.95380402,40.81951141,-73.94629669,40.8270607,N,248
id2456100,1,6/29/2016 17:58,6/29/2016 18:01,1,-73.98164368,40.7746048,-73.98183441,40.76727295,N,230
id1822974,2,1/10/2016 19:52,1/10/2016 20:02,3,-73.98536682,40.73187637,-73.99461365,40.72050476,N,629
id2015271,1,6/28/2016 20:49,6/28/2016 20:56,1,-73.98152924,40.78112411,-73.9706955,40.78359985,N,399
id0241553,2,1/2/2016 14:13,1/2/2016 14:20,2,-73.95996094,40.77352905,-73.96764374,40.75278854,N,466
id0517055,2,6/21/2016 23:49,6/21/2016 23:51,1,-73.9556427,40.77362823,-73.94786835,40.77874756,N,154
id2818563,2,6/3/2016 22:14,6/3/2016 22:28,5,-73.98200989,40.76115417,-73.97756958,40.77932358,N,856
id2222382,1,1/19/2016 10:49,1/19/2016 10:56,1,-73.99260712,40.74274826,-73.97936249,40.73714447,N,384
id1890065,2,6/30/2016 20:40,6/30/2016 20:51,1,-73.99346924,40.75204849,-73.9888382,40.73817825,N,643
id1819322,2,1/5/2016 12:23,1/5/2016 12:37,1,-73.97203827,40.78207016,-73.96617126,40.76492691,N,861
id3353479,1,1/21/2016 11:18,1/21/2016 11:24,1,-73.97197723,40.74598312,-73.9649353,40.75738907,N,333
id2574251,1,1/15/2016 20:09,1/15/2016 20:21,2,-73.981987,40.75175476,-73.96162415,40.76696396,N,740
id2786629,1,6/29/2016 18:30,6/29/2016 18:33,1,-73.97800446,40.77869034,-73.981987,40.77605438,N,129
id0492056,2,6/21/2016 6:28,6/21/2016 6:40,1,-73.94415283,40.77585983,-73.99078369,40.75112915,N,772
id0594813,1,6/23/2016 21:09,6/23/2016 21:33,1,-73.98775482,40.75032043,-73.99098969,40.69258118,N,1419
id3866007,2,1/13/2016 12:33,1/13/2016 12:38,1,-73.99303436,40.74269104,-73.98677063,40.75147247,N,329
id2543228,1,6/21/2016 21:30,6/21/2016 21:44,1,-74.00482178,40.74185181,-73.97416687,40.74898911,N,850
id2322886,2,1/19/2016 22:21,1/19/2016 22:28,1,-73.97475433,40.74240112,-73.95760345,40.76951599,N,382
id0359957,1,6/7/2016 18:16,6/7/2016 18:27,1,-73.96828461,40.77062607,-73.98181152,40.77466583,N,635
id0279150,1,6/1/2016 21:15,6/1/2016 21:45,1,-73.87104034,40.77376938,-73.97808838,40.76234436,N,1776
id2033487,2,1/20/2016 23:37,1/20/2016 23:40,5,-73.97428894,40.73171616,-73.98563385,40.73270416,N,175
id0760802,1,1/12/2016 15:36,1/12/2016 15:55,1,-73.99879456,40.72373962,-73.99269867,40.70289993,N,1162
id2591200,1,1/13/2016 6:17,1/13/2016 6:19,1,-73.9604187,40.77271271,-73.96723175,40.76334381,N,84
id2325724,2,1/7/2016 18:20,1/7/2016 18:38,1,-73.98200989,40.78319931,-73.99052429,40.75776291,N,1089
id0941275,1,6/18/2016 12:41,6/18/2016 12:45,1,-73.97039795,40.76227951,-73.96057892,40.77298355,N,245
id1368396,1,1/3/2016 5:05,1/3/2016 5:06,1,-73.98799133,40.76472092,-73.99005127,40.7591362,N,72
id3821165,1,6/4/2016 3:06,6/4/2016 3:10,1,-74.00187683,40.73952866,-74.00671387,40.74417877,N,247
id2273623,2,6/18/2016 17:18,6/18/2016 17:42,2,-73.99720764,40.71921921,-73.99239349,40.74935913,N,1452
id0834893,2,1/3/2016 2:07,1/3/2016 2:28,4,-73.99588776,40.72637939,-73.99832916,40.63805008,N,1219
id3332516,2,1/13/2016 13:56,1/13/2016 14:03,1,-73.98918915,40.73042297,-73.98952484,40.74159622,N,430
id3182941,1,6/20/2016 0:00,6/20/2016 0:04,1,-74.00526428,40.71956253,-74.01021576,40.7113266,N,249
id0316859,1,6/2/2016 11:11,6/2/2016 11:22,1,-73.99742889,40.73669815,-73.99877167,40.74505234,N,687
id1031762,2,6/22/2016 9:56,6/22/2016 10:07,1,-74.01012421,40.7199173,-74.00376129,40.73421097,N,690
id1642510,2,6/25/2016 23:16,6/25/2016 23:33,1,-74.00023651,40.73049164,-73.97930908,40.75276184,N,1031
id2196570,2,1/28/2016 21:43,1/28/2016 21:48,1,-73.99423981,40.74620819,-74.00364685,40.73203278,N,280
id0843605,1,6/22/2016 14:11,6/22/2016 14:16,1,-74.00759125,40.70499039,-74.00892639,40.70770264,N,289
id1205508,1,6/9/2016 14:29,6/9/2016 15:02,1,-73.97145844,40.75531769,-73.98960114,40.75231552,N,2009
id0579924,1,6/9/2016 14:44,6/9/2016 15:01,1,-73.9497757,40.78463745,-73.97367859,40.79469299,N,1031
id0479375,1,1/14/2016 17:22,1/14/2016 17:29,1,-73.99786377,40.72290039,-74.00597382,40.72368622,N,412
id0716966,2,6/23/2016 20:14,6/23/2016 20:28,1,-74.00559998,40.74562073,-73.9708252,40.79321289,N,838
id2460828,2,1/18/2016 12:47,1/18/2016 12:51,1,-73.95343018,40.78125,-73.96204376,40.77947998,N,270
id3070370,1,1/8/2016 6:42,1/8/2016 7:01,1,-74.00128174,40.74662018,-73.94019318,40.84034348,N,1167
id1975092,2,1/9/2016 14:23,1/9/2016 14:38,2,-73.97681427,40.74756622,-74.00444794,40.74230576,N,909
id1809171,2,1/12/2016 8:24,1/12/2016 8:33,1,-74.00914001,40.71677017,-73.99091339,40.74541855,N,519
id2261210,1,6/25/2016 6:56,6/25/2016 7:06,1,-73.9569931,40.77080154,-73.99072266,40.75106049,N,598
id3094282,2,6/30/2016 8:50,6/30/2016 9:13,1,-73.99310303,40.72460175,-73.95245361,40.77259064,N,1392
id3794972,1,1/2/2016 2:37,1/2/2016 2:40,1,-73.93820953,40.79663467,-73.94928741,40.78108978,N,145
id2653794,1,1/1/2016 5:30,1/1/2016 5:45,2,-73.97386169,40.75088501,-74.01456451,40.71731186,N,895
id0795911,1,6/5/2016 14:10,6/5/2016 14:31,1,-73.95362854,40.77100754,-73.97722626,40.7859993,N,1274
id0421302,2,6/28/2016 3:08,6/28/2016 3:21,1,-73.98446655,40.75910187,-73.98503113,40.72409058,N,775
id2242008,2,6/7/2016 21:23,6/7/2016 21:37,5,-73.98258972,40.77507019,-73.94986725,40.77622986,N,888
id3036525,2,6/25/2016 2:22,6/25/2016 2:31,1,-74.00596619,40.7453804,-73.98206329,40.7775383,N,511
id3749353,2,1/14/2016 20:38,1/14/2016 20:43,1,-73.99355316,40.74717712,-74.00071716,40.74214935,N,280
id3102602,1,1/7/2016 11:03,1/7/2016 11:21,1,-73.97805023,40.77300262,-73.95153809,40.81221771,N,1098
id1631665,2,1/17/2016 8:28,1/17/2016 8:33,3,-73.96785736,40.77127838,-73.9808197,40.75025177,N,291
id1717103,1,6/3/2016 9:11,6/3/2016 9:20,2,-73.9890213,40.73074341,-73.99837494,40.72244263,N,544
id2006860,1,6/25/2016 5:15,6/25/2016 5:23,1,-73.80348969,40.75714493,-73.83184814,40.7552681,N,485
id1545316,2,1/13/2016 21:01,1/13/2016 21:11,1,-73.96166229,40.80535889,-73.9450531,40.8132782,N,556
id1494852,2,1/10/2016 14:58,1/10/2016 15:11,5,-74.00749207,40.74279022,-73.98535156,40.75355911,N,784
id3018193,2,1/19/2016 9:16,1/19/2016 9:33,5,-73.97993469,40.76078033,-73.9736557,40.75020981,N,1035
id0758449,1,1/6/2016 13:55,1/6/2016 14:06,1,-73.9734726,40.75212479,-73.97007751,40.76533127,N,682
id3889445,2,6/2/2016 21:32,6/2/2016 21:34,4,-73.99858856,40.74000931,-74.00219727,40.73451996,N,135
id1008285,2,6/19/2016 1:39,6/19/2016 1:44,1,-73.9778595,40.74918747,-73.96331024,40.75754547,N,330
id3422719,1,6/11/2016 23:58,6/12/2016 0:13,1,-73.98575592,40.7383728,-74.01083374,40.71886826,N,937
id3902109,1,6/8/2016 14:54,6/8/2016 15:41,3,-73.98777008,40.75008774,-73.97422791,40.75576401,N,2802
id1513736,1,1/26/2016 11:36,1/26/2016 11:47,1,-73.9708786,40.7516098,-73.97553253,40.7414093,N,672
id0463191,1,6/16/2016 7:18,6/16/2016 7:39,1,-73.94828796,40.77436447,-73.98701477,40.75196838,N,1273
id1608520,1,6/26/2016 9:57,6/26/2016 10:07,1,-73.97240448,40.75823975,-73.97264099,40.78097916,N,624
id2430160,2,1/12/2016 10:14,1/12/2016 10:19,1,-73.95896149,40.78010178,-73.96446228,40.77323151,N,310
id0985063,2,1/22/2016 14:54,1/22/2016 15:12,1,-73.95301819,40.76802826,-73.92295074,40.74103165,N,1112
id3649344,1,1/16/2016 10:54,1/16/2016 10:59,1,-73.99050903,40.74009323,-73.99433899,40.72681427,N,299
id0661127,1,1/5/2016 16:43,1/5/2016 16:48,3,-73.96999359,40.79745483,-73.96696472,40.78930283,N,342
id0547654,1,6/21/2016 18:22,6/21/2016 18:25,1,-73.97351837,40.79460144,-73.97040558,40.8018837,N,169
id3344322,1,1/26/2016 22:27,1/26/2016 22:36,1,-73.9746933,40.76224899,-73.96068573,40.76618195,N,513
id3787445,2,6/17/2016 10:35,6/17/2016 10:38,6,-74.00720978,40.73025894,-74.00829315,40.73637009,N,190
id2852612,1,1/2/2016 19:18,1/2/2016 19:29,2,-74.01344299,40.70949173,-73.99547577,40.71419144,N,624
id1841567,1,6/9/2016 5:12,6/9/2016 5:23,1,-73.98060608,40.73374557,-73.99180603,40.76702118,N,663
id0775059,1,1/4/2016 20:43,1/4/2016 20:59,1,-73.99671173,40.7421608,-73.95340729,40.77953339,N,963
id2602226,1,1/27/2016 9:54,1/27/2016 10:07,2,-73.99725342,40.71204376,-73.98445892,40.73208618,N,768
id3223147,1,1/25/2016 4:43,1/25/2016 4:47,2,-73.99432373,40.72821045,-74.00952911,40.71036148,N,262
id0871544,2,1/19/2016 19:41,1/19/2016 19:55,3,-73.99069977,40.7662735,-74.00318146,40.7328186,N,840
id2385968,2,6/30/2016 18:26,6/30/2016 18:42,2,-74.00223541,40.734478,-73.97867584,40.74484634,N,952
id2206575,2,6/10/2016 10:28,6/10/2016 10:57,1,-73.96238708,40.77899551,-74.00556946,40.71669388,N,1729
id2635007,1,6/27/2016 21:15,6/27/2016 21:20,1,-73.97084045,40.75584412,-73.95810699,40.77045441,N,337
id1607300,2,6/1/2016 2:11,6/1/2016 2:28,1,-73.97516632,40.76020813,-74.01319885,40.70925903,N,992
id3092373,2,6/27/2016 21:19,6/27/2016 21:26,1,-73.99342346,40.76243591,-73.98235321,40.78516769,N,428
id2850143,2,6/4/2016 23:15,6/4/2016 23:24,1,-73.98985291,40.73426819,-73.98162842,40.72460938,N,560
id2495722,1,6/14/2016 18:32,6/14/2016 18:49,2,-73.99133301,40.75038528,-73.99495697,40.71604538,N,1032
id2266750,2,6/19/2016 0:40,6/19/2016 0:43,1,-73.96761322,40.76684952,-73.97344208,40.75687027,N,205
id3771820,2,1/4/2016 8:46,1/4/2016 8:55,1,-73.93843842,40.74959564,-73.95352936,40.74455643,N,544
id1706367,2,1/26/2016 11:50,1/26/2016 12:01,1,-73.9468689,40.7723999,-73.95783234,40.78052902,N,633
id0781065,1,6/18/2016 23:52,6/19/2016 0:22,1,-73.9573822,40.77021027,-73.98577118,40.67793274,N,1816
id0824925,1,1/10/2016 11:51,1/10/2016 12:04,2,-73.97670746,40.75197983,-73.9618988,40.77951431,N,775
id1395454,2,1/3/2016 1:17,1/3/2016 1:36,1,-73.97940063,40.78681183,-74.00859833,40.73342133,N,1137
id2721745,2,6/11/2016 9:00,6/11/2016 9:06,1,-73.9887619,40.6930275,-73.99363708,40.69472122,N,364
id3746844,2,1/13/2016 8:07,1/13/2016 8:24,1,-73.9955368,40.76454163,-73.98158264,40.74697113,N,997
id0700035,2,6/9/2016 0:39,6/9/2016 0:44,1,-73.9815979,40.74076843,-73.98375702,40.72840118,N,300
id3143984,2,6/15/2016 20:59,6/15/2016 21:19,2,-73.9921875,40.69493103,-73.97238159,40.75453186,N,1151
id0728068,2,1/9/2016 22:33,1/9/2016 22:40,1,-73.98226929,40.77706528,-73.96896362,40.76339722,N,430
id1386473,1,1/10/2016 1:11,1/10/2016 1:22,1,-73.98195648,40.77770615,-73.99726868,40.75635147,N,655
id3042876,1,1/30/2016 21:56,1/30/2016 22:03,1,-73.98825836,40.718647,-73.98308563,40.7304306,N,458
id1650836,1,6/29/2016 6:40,6/29/2016 6:48,1,-73.99259186,40.71495819,-73.9805603,40.7302742,N,480
id0744297,1,6/20/2016 17:34,6/20/2016 17:51,1,-73.96759033,40.76290894,-73.98791504,40.76486206,N,1014
id3065235,1,6/2/2016 6:01,6/2/2016 6:08,1,-74.00151825,40.74632645,-73.98151398,40.75891113,N,433
id1619228,1,1/26/2016 9:24,1/26/2016 9:32,1,-74.00199127,40.71954346,-74.01163483,40.714077,N,483
id2694708,2,6/1/2016 19:24,6/1/2016 19:31,1,-73.9644165,40.75619125,-73.96005249,40.76660919,N,414
id2048316,1,1/7/2016 14:33,1/7/2016 14:51,4,-74.00879669,40.70749664,-73.97923279,40.75802231,N,1137
id3336987,2,6/19/2016 10:48,6/19/2016 10:55,1,-73.96302032,40.76807022,-73.98140717,40.77106857,N,395
id0374769,1,6/23/2016 8:21,6/23/2016 8:31,1,-73.98355103,40.76568604,-73.98135376,40.75295258,N,614
id3032230,2,1/29/2016 19:41,1/29/2016 19:51,1,-73.9821167,40.7751503,-73.97019196,40.76057053,N,549
id1024036,2,6/9/2016 8:15,6/9/2016 8:16,6,-73.94763947,40.83050156,-73.95017242,40.82698441,N,62
id0137679,2,1/26/2016 15:21,1/26/2016 15:39,2,-73.97415161,40.75684738,-73.98238373,40.75004196,N,1068
id3936171,1,6/7/2016 12:15,6/7/2016 12:43,1,-73.9961319,40.74311447,-73.97595978,40.76372528,N,1666
id1682172,2,6/1/2016 18:58,6/1/2016 19:47,1,-73.99420166,40.75125885,-73.95124817,40.82514572,N,2917
id2673460,1,6/27/2016 13:06,6/27/2016 13:35,2,-73.87075806,40.77375793,-73.94443512,40.83878326,N,1695
